incident_id,date,date_precision,time_of_day,time_local,location,country,shape,size,color,object_count,behavior,duration,sensors,witness_count,witness_types,agencies,n_agencies,n_source_docs,n_records_merged,explanation_status,confidence,summary,source_docs
INC-0180,1948-07-04,day,night,2315,"Dravasburg, Pennsylvania",USA,star,,,1,stopped three times,,visual,2,civilian,USAF,1,1,1,not-assessed,medium,John Jannicky observed a star-like object that stopped and started.,38_143685_box7_incident_summaries_101-172
INC-0181,1948-07-07,day,night,2114,"Chapel Hill, North Carolina",USA,cigar,3.5 inches (perspective),,3,moved generally North,,visual,2,civilian; military-other,USAF,1,1,1,not-assessed,medium,Mathematics instructor observed three cigar-shaped objects moving generally North.,38_143685_box7_incident_summaries_101-172
INC-0182,1948-07-08,day,morning,0920,"Columbus, Ohio",USA,cigar,,silver,2,bobbed up and down,,visual,1,civilian,USAF,1,1,1,not-assessed,medium,"Mrs. Wilda Zittak observed two silver, cigar-shaped objects bobbing in the air.",38_143685_box7_incident_summaries_101-172
INC-0183,1948-07-08,day,unknown,,"McKeesport, Pennsylvania",USA,plate,12-15 inches,silver,1,,,visual,2,civilian,USAF,1,1,1,not-assessed,medium,"Two women observed a silver, plate-like object.",38_143685_box7_incident_summaries_101-172
INC-0184,1948-07-09,day,midday,1205,"Fielding Lake, Alaska",USA,spheroid,,grayish black,20,jockeyed back and forth,,visual,2,military-other,USAF,1,1,1,not-assessed,high,Two observers saw approximately 20 spheroid objects in a shotgun blast pattern.,38_143685_box7_incident_summaries_101-172
INC-0185,1948-07-09,day,night,2147,"Osborn, Ohio",USA,,,pale yellowish-white,1,intermittent appearances,,visual,1,military-pilot,USAF,1,1,1,not-assessed,high,Lt. Glasebrook observed a pale yellowish-white light appearing intermittently.,38_143685_box7_incident_summaries_101-172
INC-0186,1948-07-17,day,afternoon,1650,"San Acacia Dam, New Mexico",USA,circular,,aluminum,7,formation varied from V to L to O,,visual,2,military-other,USAF,1,1,1,not-assessed,high,Two sergeants observed seven circular objects in varying formations.,38_143685_box7_incident_summaries_101-172
INC-0187,1948-07-20,day,afternoon,1330,"Arnhem, The Hague",Netherlands,aircraft,,,1,,,visual,1,civilian,Department of War,1,1,1,not-assessed,medium,A. D. Otter observed a wingless aircraft with two decks.,38_143685_box7_incident_summaries_101-172
INC-0188,1948-07-22,day,evening,1900,"Van Nuys, California",USA,spherical,,bluish luminescence,1,traveled a vertical arc,,visual,2,military-other; civilian,USAF,1,1,1,not-assessed,medium,Capt Henry Glover observed a spherical object with bluish luminescence.,38_143685_box7_incident_summaries_101-172
INC-0189,1948-07-24,day,night,0245,"Montgomery, Alabama",USA,cigar,100 ft,black,1,pulled up sharply; streaking; spurting flame; steep climb,10 seconds,visual,3,military-pilot; civilian,USAF; FBI,2,3,3,partially-explained,high,Airline pilots observed a cigar-shaped object with a red-orange flame and blue glow.,38_143685_box7_incident_summaries_101-172; 65_hs1-834228961_62-hq-83894_section_4; pursue-r3--cia-uap-015
INC-0190,1948-07-24,day,night,0230,"Blackstone, Virginia",USA,,,,1,terrific speed; traveling horizontally,,visual,1,military-pilot,USAF,1,1,2,not-assessed,medium,Pilot observed a jet or rocket trail at terrific speed.,38_143685_box7_incident_summaries_101-172; 38_143685_box7_incident_summaries_101-172
INC-0191,1948-07-26,day,night,2100,"Chamblee, Georgia",USA,,,blue-white,1,gaining altitude,,visual,7,military-other; civilian,USAF,1,1,1,not-assessed,medium,Doyle Avery observed a blue-white light gaining altitude.,38_143685_box7_incident_summaries_101-172
INC-0192,1948-07-26,day,night,,"Atlanta, Georgia",United States,ball,,red,,banked; rolled; breathed fire,,visual,,civilian,FBI,1,1,1,not-assessed,medium,"Multiple sightings of a 'flying floor lamp' or 'red ball of fire' reported over Atlanta, Georgia.",65_hs1-834228961_62-hq-83894_section_4
INC-0193,1948-07-27,day,night,2200,"Springfield, Ohio",USA,round,,red tail,1,,,visual,1,civilian,USAF,1,1,1,not-assessed,medium,Mrs. Gibson observed a huge ball with a bright red tail.,38_143685_box7_incident_summaries_101-172
INC-0194,1948-07-28,day,night,0400,"Springfield, Ohio",USA,round,,intense yellow,1,hovering,,visual,1,civilian,USAF,1,1,1,not-assessed,medium,"Mrs. Rose Henry observed an intense yellow, round object hovering.",38_143685_box7_incident_summaries_101-172
INC-0195,1948-07-29,day,morning,0955,"Indianapolis, Indiana",USA,propeller,6-8 ft,aluminum,1,gliding; glide; turn,a few seconds,visual,2,civilian,USAF,1,2,2,unexplained,high,"Two employees observed a shiny, aluminum, propeller-shaped object.",38_143685_box7_incident_summaries_101-172; pursue-r3--cia-uap-015
INC-0196,1948-07-30,day,evening,2015,"Worthington, Ohio",USA,cylindrical,,silver,1,,,visual,2,civilian,USAF,1,1,1,not-assessed,medium,"John Felton observed a silver, cylindrical object.",38_143685_box7_incident_summaries_101-172
INC-0197,1948-07-31,day,morning,0825,"Indianapolis, Indiana",USA,cymbal,20 ft,white,1,straight and level flight,10 seconds,visual,2,civilian,USAF,1,2,2,unexplained,high,"Mr. and Mrs. Swigert observed a white, cymbal-shaped object.",38_143685_box7_incident_summaries_101-172; pursue-r3--cia-uap-015
INC-0198,1948-07-31,day,evening,2000,"Columbus, Ohio",USA,round,2x3.5 ft,white,1,hovering; spouted black smoke,,visual,1,civilian,USAF,1,1,3,not-assessed,high,Teletype operator retrieved a crepe paper balloon.,38_143685_box7_incident_summaries_101-172; 38_143685_box7_incident_summaries_101-172; 38_143685_box7_incident_summaries_101-172
INC-0199,1948-08,month,night,2130,"Weaver, South Dakota",USA,elliptical,100+ ft,yellowish-white,12,tight diamond-shaped formation,,visual,1,military-other,USAF,1,1,1,not-assessed,high,Maj Hammer observed approximately 12 yellowish-white elliptical objects in a tight diamond formation.,38_143685_box7_incident_summaries_101-172
INC-0200,1948-08-02,day,evening,1945,"Columbus, Ohio",USA,changing,20-30 ft,grey-black,1,changed position; changed shape,,visual,1,civilian,USAF,1,1,2,not-assessed,high,Attorney observed a round object changing shape from parallelogram to circular.,38_143685_box7_incident_summaries_101-172; 38_143685_box7_incident_summaries_101-172
INC-0201,1948-08-03,day,evening,,"Moscow, Russia",Russia,long and narrow,,,1,,,visual,2,civilian,Department of War,1,1,1,not-assessed,medium,"Newspaper reporter observed a long, narrow object at high altitude.",38_143685_box7_incident_summaries_101-172
INC-0202,1948-08-04,day,night,0200-0300,"North Powder, Oregon",USA,fireball,,light green,1,horizontal flight; arching,,visual,1,civilian,Department of War,1,1,1,not-assessed,high,A green fireball with a fluorescent glow was observed arching earthward.,38_143685_box7_incident_summaries_173-233
INC-0203,1948-08-05,day,night,0100,"Parrott, Georgia",USA,streak,,blue-white,1,,,visual,1,military-pilot,USAF,1,1,1,not-assessed,high,Former AF pilot observed a blue-white streak of light with a trail of sparks.,38_143685_box7_incident_summaries_101-172
INC-0204,1948-08-11,day,midday,1200,"Hamel, Minnesota",USA,round,2 ft,dull gray,1,spun; shot straight up,,visual,2,civilian,USAF,1,1,1,not-assessed,high,"Two children observed a dull gray, round object land in their yard.",38_143685_box7_incident_summaries_101-172
INC-0205,1948-08-19,day,morning,1050,"Godman AF Base, Ky",USA,spherical,unknown,bright silver,1,stationary,2 hours,visual,1,military-other,Department of War,1,1,1,explained,high,Spherical silver object identified as Venus.,38_143685_box7_incident_summaries_173-233
INC-0206,1948-08-29,day,morning,0530,"Maplewood, Ohio",USA,sphere,,silver,1,disintegrated in mid-air; twisted and turned,,visual,1,civilian,USAF,1,1,2,not-assessed,high,Faby Niswonger observed a silver sphere that disintegrated.,38_143685_box7_incident_summaries_101-172; 38_143685_box7_incident_summaries_101-172
INC-0207,1948-08-30,day,night,2000,"Los Angeles, California",USA,rocket,,silver,1,,,visual,1,military-other,USAF,1,1,1,not-assessed,high,"S/Sgt Estes observed a silver, rocket-shaped object.",38_143685_box7_incident_summaries_101-172
INC-0208,1948-09-05,day,afternoon,1402Z,5155N/0355E,Netherlands,single jet propelled A/C,"30,000 feet altitude",,,cruising; leaving smoke trails; leaving condensation trails; sudden acceleration; climb,,visual,three crews,military-pilot,USAFE,1,1,1,unexplained,high,Unidentified aircraft sighted by three crews of the 307th Bomb Group off the west coast of Holland.,341_110448_records_relating_to_the_collection_and_dissemination_of_intelligence_1948-1955-ts_cont_no.2_2-5300-2-5399
INC-0209,1948-09-05,day,afternoon,1500,"Kentwood, La",USA,unknown,unknown,unknown,0,unknown,unknown,visual,2,civilian,Department of War,1,1,1,not-assessed,low,"Unusual sound reported, object not seen.",38_143685_box7_incident_summaries_173-233
INC-0210,1948-09-22,day,afternoon,1530,"Albany, Ga",USA,unknown,5 to 10 ft,metallic and shiny,1,level flight,3 seconds,visual,1,military-pilot,Department of War,1,1,1,not-assessed,medium,Metallic shiny object observed from C-47.,38_143685_box7_incident_summaries_173-233
INC-0211,1948-09-23,day,morning,0945,"Santa Fe, New Mexico",USA,circular,100 to 150 feet,white,1,stationary; straight course,15-20 minutes,visual,2,civilian,Department of War,1,1,2,not-assessed,high,Stationary white circular object observed in daylight.,38_143685_box7_incident_summaries_173-233; 38_143685_box7_incident_summaries_173-233
INC-0212,1948-09-23,day,midday,1200,"San Pablo, Calif",USA,undulating,size of a 4-engine bomber,dirty gray,1,undulating; oscillating; horizontal flight,unknown,visual,2,military-other; civilian,Department of War,1,1,2,not-assessed,high,Undulating amoeba-like object observed above an Army bomber.,38_143685_box7_incident_summaries_173-233; 38_143685_box7_incident_summaries_173-233
INC-0213,1948-09-26,day,afternoon,1700,"Shreveport, La",USA,unknown,12 feet in diameter,Aluminum,1,drifting,10-15 seconds,visual,1,civilian,Department of War,1,1,1,not-assessed,high,"Object sighted 5 miles SW of Shreveport, La, drifting south at 20,000 feet.",38_143685_box7_incident_summaries_173-233
INC-0214,1948-10,month,midday,1200,"Neubiberg, Germany",Germany,round,unknown,black,1,unknown,2 minutes,visual,1,military-other,Department of War,1,1,1,not-assessed,medium,Black round object observed on southwest course.,38_143685_box7_incident_summaries_173-233
INC-0215,1948-10,month,unknown,,Neubiberg Air Base,Germany,flying saucer,,,,hovering,thirty minutes,visual,,unknown,USAFE,1,1,1,unexplained,medium,A flying saucer was observed hovering over Neubiberg Air Base.,341_110448_records_relating_to_the_collection_and_dissemination_of_intelligence_1948-1955-ts_cont_no.2_2-5300-2-5399
INC-0216,1948-10-01,day,morning,0540,"Ascension Parish, La",USA,cone-shaped,length of a passenger aircraft,white-hot,1,straight and level flight,10 seconds,visual,1,civilian,Department of War,1,1,1,not-assessed,high,White-hot cone-shaped object observed traveling east.,38_143685_box7_incident_summaries_173-233
INC-0217,1948-10-01,day,night,2100,"Fargo, North Dakota",USA,round,6-8 inches,clear white,1,diving and climbing,,visual,1,military-pilot,USAF,1,1,1,not-assessed,high,"George Gorman observed a clear white, round object maneuvering.",38_143685_box7_incident_summaries_101-172
INC-0218,1948-10-15,day,afternoon,1705,"Honolulu, T. H.",USA,round or elliptical,10 to 15 feet,bright silver,1,horizontal flight,10 seconds,visual,3,military-pilot; civilian,Department of War,1,1,1,not-assessed,high,Bright silver disc-shaped objects observed between cloud layers.,38_143685_box7_incident_summaries_173-233
INC-0219,1948-10-15,day,night,unknown,Fukuoka Area,Japan,unknown,unknown,unknown,1,evasive,unknown,visual; radar,2,military-pilot; military-other,Department of War,1,1,1,not-assessed,high,"Unidentified aircraft intercepted by F-61, detected by radar and visual.",38_143685_box7_incident_summaries_173-233
INC-0220,1948-10-16,day,morning,1145,"Sterling, Utah",USA,flat football,9 inches long,silver and black,1,horizontal flight,4 seconds,visual,1,civilian,Department of War,1,1,1,not-assessed,high,"Flattened football-shaped object observed near Sterling, Utah.",38_143685_box7_incident_summaries_173-233
INC-0221,1948-10-17,day,afternoon,1610,"Crescent City, Calif",USA,eggshaped,25 feet long,silver,1,banked; unknown,2 to 4 minutes,visual,1,civilian,Department of War,1,1,4,not-assessed,high,Silver bullet-shaped object observed.,38_143685_box7_incident_summaries_173-233; 38_143685_box7_incident_summaries_173-233; 38_143685_box7_incident_summaries_173-233; 38_143685_box7_incident_summaries_173-233
INC-0222,1948-10-20,day,morning,0550,"Minneapolis, Minnesota",USA,round with tail,6 feet,orange flame,1,horizontal flight; broke up,unknown,visual,2,civilian,Department of War,1,1,2,not-assessed,high,Fiery orange object with tail observed in Minneapolis.,38_143685_box7_incident_summaries_173-233; 38_143685_box7_incident_summaries_173-233
INC-0223,1948-10-24,day,afternoon,1545,"Junction City, Kansas",USA,unknown,unknown,metallic,1,turning,unknown,visual,1,military-other,Department of War,1,1,1,not-assessed,high,Metallic object observed turning south.,38_143685_box7_incident_summaries_173-233
INC-0224,1948-10-24,day,night,2220,At sea (S/S Gulfport),unknown,round,1/4 size of full moon,bright,1,unknown,50 minutes,visual,1,civilian,Department of War,1,1,1,not-assessed,medium,Bright object with distinct center observed at sea.,38_143685_box7_incident_summaries_173-233
INC-0225,1948-10-29,day,unknown,unknown,"Goose Bay, Labrador",Canada,unknown,size of a normal craft,unknown,1,approach for landing,unknown,radar,1,military-other,Department of War,1,1,1,not-assessed,high,"Radar targets detected at Goose Bay, Labrador.",38_143685_box7_incident_summaries_173-233
INC-0226,1948-10-30,day,afternoon,1430,"Grays Harbor, Washington",USA,egg-shaped,unknown,yellow then white,10-20,horizontal flight,20 seconds,visual,1,military-pilot,Department of War,1,1,1,not-assessed,high,Group of translucent objects observed from F-82.,38_143685_box7_incident_summaries_173-233
INC-0227,1948-10-31,day,night,0300,Azores,Portugal,light bulb,of light bulb,white with yellowish tint,1,gaining altitude,unknown,visual,1,military-other,Department of War,1,1,1,partially-explained,high,Light bulb-shaped object gaining altitude.,38_143685_box7_incident_summaries_173-233
INC-0228,1948-11,month,night,,"Scranton, Pennsylvania",United States,,,,,ignited,,other,,civilian,FBI,1,1,1,not-assessed,medium,"Report of a fire caused by an object striking a roof, suspected by the complainant to be a military flare or flying saucer.",65_hs1-834228961_62-hq-83894_section_4
INC-0229,1948-11-01,day,night,2145,"Ft McAndrew, Newfoundland",Canada,unknown,unknown,unknown,1,unknown,4 minutes and 7 seconds,radar,2,military-other,Department of War,1,1,1,not-assessed,high,Radar target detected near Ft McAndrew.,38_143685_box7_incident_summaries_173-233
INC-0230,1948-11-05,day,dawn,0435,"Richmond, Indiana",USA,round,larger than a star,white,1,stationary,30 minutes,visual,1,civilian,Department of War,1,1,1,not-assessed,high,Stationary brilliant white light observed.,38_143685_box7_incident_summaries_173-233
INC-0231,1948-11-06,day,midday,1157,"Wakkanai, Japan",Japan,unknown,normal for aircraft,unknown,1,circling,1 hour and 5 minutes,radar,1,military-other,Department of War,1,1,1,not-assessed,high,Radar target circling radar site in Japan.,38_143685_box7_incident_summaries_173-233
INC-0232,1948-11-08,day,evening,1850,"Newark AF Base, New Jersey",USA,disc,same relative diameter as the moon,pale luminous,1,horizontal flight; arc,one second or less,visual,1,civilian,Department of War,1,1,1,not-assessed,high,A pale luminous disc-shaped object was observed moving in an arc across the sky at 800 MPH.,38_143685_box7_incident_summaries_173-233
INC-0233,1948-11-10,day,morning,0500,"Boston, Massachusetts",USA,single-engine plane,,,3,weaving,,visual,1,civilian,Department of War,1,1,1,not-assessed,medium,Three fast-flying single-engine planes without lights were observed.,38_143685_box7_incident_summaries_173-233
INC-0234,1948-11-12,day,afternoon,1300-1400,Clark AF Base,Philippines,fuselage-like,300 feet,snow-white,1,reconnaissance,,visual,1,military-other,Department of War,1,1,1,not-assessed,medium,A large white object resembling a fuselage without a tail was observed through clouds.,38_143685_box7_incident_summaries_173-233
INC-0235,1948-11-14,day,morning,1045,South Korea,South Korea,twin-engine bomber,twin-engine bomber,,1,circling,,visual,2,military-other,Department of War,1,1,1,not-assessed,medium,A twin-engine bomber-type aircraft was observed circling an observation post.,38_143685_box7_incident_summaries_173-233
INC-0236,1948-11-16,day,afternoon,1315,"Dumorest, New Jersey",USA,ball,,aluminum,1,horizontal flight,1 minute,visual,1,civilian,Department of War,1,1,1,not-assessed,low,An aluminum ball-like object was observed moving north to south.,38_143685_box7_incident_summaries_173-233
INC-0237,1948-11-17,day,afternoon,1415,"Alberta, Canada",Canada,egg,50 feet,bright flaming orange,1,shallow dive,momentary,visual,1,military-other; military-pilot,USAF; Department of War,2,2,2,not-assessed,high,"Egg-shaped object with tail sighted over Alberta, Canada.",342_hs1-416511228_box186_319.1-flying-discs-1949; 38_143685_box7_incident_summaries_173-233
INC-0238,1948-11-18,day,night,2145,"Andrews AF Base, Maryland",USA,oval,smaller than T-6 aircraft,dull glow,1,evasive; circling; vertical climb,15-18 minutes,visual,3,military-pilot; military-other,Department of War,1,1,1,not-assessed,high,An oval object performed evasive maneuvers while being intercepted by military aircraft.,38_143685_box7_incident_summaries_173-233
INC-0239,1948-11-23,day,night,2220,"Furstenfeldbruck, Germany",Germany,,,reddish,1,circling; climbing,,visual; radar,2,military-pilot,Department of War,1,1,1,not-assessed,high,A reddish star-like object was observed circling.,38_143685_box7_incident_summaries_173-233
INC-0240,1948-11-29,day,night,2113,"San Francisco, California",USA,,,yellow,1,turning,7 seconds,visual,1,civilian,Department of War,1,1,1,not-assessed,medium,A yellow light flashed across the sky at high speed.,38_143685_box7_incident_summaries_173-233
INC-0241,1948-12,unknown,unknown,,"Starvation Peak, New Mexico",United States,round,,yellow green,,horizontal path; constant angular velocity; level flight; tangent to earth's surface; vertical change in path,,visual,1,scientist; military-other; civilian,FBI,1,1,2,unexplained,high,"Dr. Lincoln La Paz observed a green fireball phenomenon near Starvation Peak, New Mexico.",65_hs1-834228961_62-hq-83894_section_4; 65_hs1-834228961_62-hq-83894_section_4
INC-0242,1948-12-03,day,dusk,1713,"Dayton, Ohio",USA,irregular,1 inch at viewpoint,yellowish white,1,ascending arc; climbing,0.5 seconds per pulse,visual,2,civilian; military-other,Department of War,1,1,2,not-assessed,medium,A pulse of light resembling a rocket was observed twice.,38_143685_box7_incident_summaries_173-233; 38_143685_box7_incident_summaries_173-233
INC-0243,1948-12-03,day,evening,2015,"Fairfield-Suisun AFB, California",United States,round,30 inches,colorless white light,1,undulating; vertical climb; climbing; erratic,,visual,2,military-other,USAF; Department of War,2,2,2,not-assessed,high,"Illuminated object sighted over Fairfield-Suisun AFB, California.",342_hs1-416511228_box186_319.1-flying-discs-1949; 38_143685_box7_incident_summaries_173-233
INC-0244,1948-12-05,day,night,2105,"Las Vegas, New Mexico",USA,flare,,green,1,rising; arching downward,few seconds,visual,1,military-pilot,Department of War,1,1,2,not-assessed,high,A green flare-like object was observed rising from the ground.,38_143685_box7_incident_summaries_173-233; 38_143685_box7_incident_summaries_173-233
INC-0245,1948-12-06,day,night,2255,"Sandia Base, New Mexico",USA,flare,1/3 diameter of moon,greenish,1,falling arc,2-3 seconds,visual,1,federal-le,Department of War,1,1,1,not-assessed,high,A greenish flare was observed falling in an arc.,38_143685_box7_incident_summaries_173-233
INC-0246,1948-12-07,day,unknown,,"Lone Pine, California",USA,disc,8 feet diameter,aluminum,,crashed,,visual,4,civilian,FBI,1,1,1,not-assessed,high,"A metallic object with wings and a gyroscope center was found in the desert near Lone Pine, California.",65_hs1-834228961_62-hq-83894_section_4
INC-0247,1948-12-08,day,evening,,"Chanute AFB, Illinois",United States,round,,bright white,1,,,visual,2,military-other,USAF,1,1,1,not-assessed,high,"Bright object sighted over Chanute AFB, Illinois.",342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0248,1948-12-08,day,night,1846,"Chanute AF Base, Illinois",USA,round,15 feet long,white,1,upward path,3 seconds,visual,2,military-other,Department of War,1,1,1,not-assessed,medium,A round white object was observed moving rapidly upward.,38_143685_box7_incident_summaries_173-233
INC-0249,1948-12-08,day,night,1833,"Las Vegas, New Mexico",USA,flare-like,larger than normal flare,intense green,1,flat trajectory,2 seconds,visual,2,military-pilot,Department of War,1,1,1,not-assessed,high,An intense green light with a trail of glowing fragments was observed.,38_143685_box7_incident_summaries_173-233
INC-0250,1948-12-09,day,afternoon,1520,"Pittsburgh, Pennsylvania",USA,round,,chalky white,1,horizontal flight,7 minutes,visual,2,military-pilot,Department of War,1,1,1,not-assessed,high,A round chalky white object was observed moving in a straight line.,38_143685_box7_incident_summaries_173-233
INC-0251,1948-12-11,day,night,,"Martinsburg, West Virginia",United States,,,red to blue to red,1,,,visual,3,military-other,USAF,1,1,1,not-assessed,medium,Stationary flare-like object sighted over West Virginia.,342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0252,1948-12-13,day,unknown,,"South Bay, Florida",USA,circle,,"red, blue, yellow",1,,,visual,0,unknown,Department of War,1,1,1,not-assessed,low,A circular halo of stars surrounding a blazing star was observed.,38_143685_box7_incident_summaries_173-233
INC-0253,1948-12-14,day,unknown,,"Riviera Beach, Florida",USA,kite,20 feet,silver,1,dodging; speeding up,,visual,0,unknown,Department of War,1,1,1,not-assessed,low,A silver kite-shaped object with a white spot was observed.,38_143685_box7_incident_summaries_173-233
INC-0254,1948-12-24,day,evening,1745,"Moorhead, Minnesota",USA,unknown,unknown,unknown,1,horizontal flight,unknown,visual,2,civilian,Department of War,1,1,1,not-assessed,high,Light observed traveling east to west.,38_143685_box7_incident_summaries_173-233
INC-0255,1948-1951,year,afternoon,,Los Alamos,USA,,,,5,flying in formation,,,5-6,unknown,Department of Energy,1,1,1,not-assessed,medium,Five objects flying in formation over Los Alamos.,pursue-r2--doe-uap-d002
INC-0256,1948-1951,year,night,,"Los Alamos, Jemez Mountains",USA,,,green,,weaving in and out of mountain peaks,,,,unknown,Department of Energy,1,1,1,not-assessed,medium,"Multiple sightings of green lights near Los Alamos, Jemez Mountains.",pursue-r2--doe-uap-d002
INC-0257,1948-1950,year,unknown,,"Sandia, New Mexico",United States,"orb, disc",,green,,maneuvering; flying out of sight; disappearing; exploding,,,,military-other,Department of War,1,1,1,not-assessed,medium,"Series of sightings of green orbs, discs, and fireballs near Sandia Base.",pursue-r2-record-index
INC-0258,1949,year,unknown,,Cascade Mountains,United States,,,unknown,,converging; explosion,,,,,FBI,1,1,1,not-assessed,medium,Rev. Charles Barnes observed four beams of light converging in the Cascade Mountains with a great explosion at the convergence point.,pursue-r3-record-index
INC-0259,1949-01-01,day,evening,1700,"Jackson, Mississippi",United States,cigar,60 feet long,dark blue or black,1,turning; accelerating,10-12 seconds,visual,3,civilian; military-pilot,USAF; Department of War,2,2,2,not-assessed,high,"Cigar-shaped object sighted near Jackson, Mississippi.",342_hs1-416511228_box186_319.1-flying-discs-1949; 38_143685_box7_incident_summaries_173-233
INC-0260,1949-01-04,day,afternoon,,"Hickam Field, Hawaii",United States,round,size of an AT-6,white,1,oscillating; circling,,visual,1,military-pilot,USAF,1,1,1,not-assessed,high,"Object sighted over Hickam Field, Hawaii, described as white cardboard.",342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0261,1949-01-25,day,evening,,Japan,Japan,,,"pale, white, yellowish red",1,,,visual,unknown,civilian,USAF,1,1,1,not-assessed,medium,Glow phenomenon sighted over Japan.,342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0262,1949-01-30,day,night,,New Mexico,USA,fireball,,,100+,,,visual,100,civilian; unknown,Department of War; USAF,2,2,2,not-assessed,high,Green fireball reported over New Mexico.,pursue-r2--dow-uap-d017; 65_hs1-834228961_62-hq-83894_section_4
INC-0263,1949-02-06,day,afternoon,,"San Andres Islands, Caribbean Sea",unknown,sphere,12 to 14 inches,silver to yellow to red,3,,,visual,unknown,civilian,USAF,1,1,1,not-assessed,medium,Three aerial objects sighted near San Andres Islands.,342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0264,1949-02-07,day,night,,"Fort Knox, Kentucky",United States,,,"bright green, yellow, red",1,rotating,,visual,4,military-other,USAF,1,1,1,not-assessed,high,"Bright object sighted over Fort Knox, Kentucky, rotating with colors.",342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0265,1949-02-11,day,dawn,,Newfoundland,Canada,,,glowing,1,,,visual,3,civilian,USAF,1,1,1,not-assessed,medium,Burning object sighted over Newfoundland.,342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0266,1949-02-28,day,evening,,"Sandberg Pass, California",United States,blimp,,,1,,,visual,1,military-pilot,USAF,1,1,1,not-assessed,medium,"Jet propelled blimp sighted over Sandberg Pass, California.",342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0267,1949-03-06,day,evening,,"Camp Hood, Texas",United States,,,,,,,visual,multiple,military-other,FBI,1,1,1,partially-explained,medium,"Reports of flares or green fireball phenomena near Killeen Base, Camp Hood, Texas.",65_hs1-834228961_62-hq-83894_section_4
INC-0268,1949-03-17,day,night,,"Camp Hood, Texas",,light,,,,,,visual,,military-other,Fourth Army,1,1,1,not-assessed,high,Unidentified lights reported near Camp Hood.,pursue-r2--dow-uap-d017
INC-0269,1949-03-18,day,evening,,"Fort Chimo, Quebec",Canada,,,red light,1,,,visual,4,unknown,USAF,1,1,1,not-assessed,medium,"Unidentified object sighted over Fort Chimo, Quebec.",342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0270,1949-03-31,day,night,,"Killeen Base, Texas",United States,,size of a basketball,reddish white,,traveling parallel to the ground; disappeared high in the sky,,visual,1,military-pilot,FBI,1,1,1,unexplained,high,"Lt. Frederick W. Davis observed a reddish-white object with a fire trail near Killeen Base, Texas.",65_hs1-834228961_62-hq-83894_section_4
INC-0271,1949-04-04,day,night,,"Merced, California",United States,solid mass,four or five feet in diameter,dull metal,,clicking noise; blanking out stars; maneuvered through an arc of turn,,visual,1,military-pilot,FBI,1,1,1,unexplained,high,"Major William H. Parrott observed a solid mass object with a clicking sound near Merced, California.",65_hs1-834228961_62-hq-83894_section_4
INC-0272,1949-04-05,day,morning,,"Ogden/Logan, Utah",United States,,,silver,,explosion in the air; falling,,visual,multiple,military-other; federal-le; civilian,FBI,1,1,1,explained,medium,"Reports of aerial explosions and falling silver objects near Ogden and Logan, Utah, initially suspected to be B-29 practice bombing.",65_hs1-834228961_62-hq-83894_section_4
INC-0273,1949-04-08,day,evening,,"Kodiak, Alaska",United States,,,greenish-blue,1,plummet across the sky,,visual,4,civilian; military-other,US Navy,1,1,1,not-assessed,high,"Flaming greenish-blue object sighted over Kodiak, Alaska.",342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0274,1949-04-13,day,night,,"Fort Worth, Texas",United States,ball,,silver,1,horizontal flight,,visual,2,military-other,USAF,1,1,1,not-assessed,high,"Round silver object sighted over Fort Worth, Texas.",342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0275,1949-04-16,day,afternoon,,"Fort Smith, Arkansas",United States,round,,,,moving in a southeastern direction,,visual,1,civilian,FBI,1,1,1,unexplained,high,"Wade H. Harrison observed a brilliant, mirror-like object moving southeast over Fort Smith, Arkansas.",65_hs1-834228961_62-hq-83894_section_4
INC-0276,1949-05-02,day,afternoon,,Guam,United States,disc,30 feet in diameter,,3,left turn,,radar; visual,1,military-other; government-civilian,USAF,1,1,2,not-assessed,high,Radar interference observed on RB-29 flight near Guam.,342_hs1-416511228_box186_319.1-flying-discs-1949; 342_hs1-416511228_box186_319.1-flying-discs-1949
INC-0277,1949-05-12,day,evening,,"Radford, Virginia",United States,cigar,,black,,level off; wiggle,,visual,,civilian; military-pilot,FBI,1,1,1,not-assessed,medium,"Sightings of a long, cigar-shaped object with a red nose and trailing smoke reported across Virginia and Tennessee.",65_hs1-834228961_62-hq-83894_section_4
INC-0278,1949-05-14,day,evening,,"Nobleboro, Maine",United States,angular,,,,whirling; floating,,visual,,civilian,FBI,1,1,1,partially-explained,high,"Witness observed a small, angular object in the sky that changed shape and appeared to be on fire.",65_hs1-834228961_62-hq-83894_section_4
